alert_id,equipment_id,equipment_name,category,timestamp,sensor_name,observed_value,baseline_value,deviation_pct,alert_level,detection_method,probable_cause,recommended_action,acknowledged,acknowledged_by,resolution_status
ALM-ENV-001-0008,ENV-001,Bag Filter,Environmental Control Systems,06-02-2024 21:25,bag_temperature_C,194.52,136.34,42.7,Critical,Rate-of-change detection,Cage corrosion,Immediate inspection required; consider equipment shutdown,Yes,T. Singh,Open - pending inspection
ALM-ENV-001-0009,ENV-001,Bag Filter,Environmental Control Systems,08-02-2024 07:37,bag_temperature_C,281.95,155.31,81.5,Critical,Rule-based threshold (SOP limit),Cage corrosion,Immediate inspection required; consider equipment shutdown,No,,Open - pending inspection
ALM-ENV-001-0010,ENV-001,Bag Filter,Environmental Control Systems,15-02-2024 09:49,pulse_valve_cycle_count,225.57,187.07,20.6,Information,Rate-of-change detection,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,L. Pillai,Closed - informational only
ALM-ENV-001-0011,ENV-001,Bag Filter,Environmental Control Systems,20-03-2024 15:28,differential_pressure_mbar,133.44,112.88,18.2,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,V. Rao,Closed - informational only
ALM-ENV-001-0012,ENV-001,Bag Filter,Environmental Control Systems,25-03-2024 16:12,outlet_dust_concentration_mgm3,134.61,120.91,11.3,Information,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,P. Nair,Closed - informational only
ALM-ENV-001-0013,ENV-001,Bag Filter,Environmental Control Systems,27-03-2024 16:37,bag_temperature_C,114.49,102.09,12.1,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,No,,Closed - informational only
ALM-ENV-001-0014,ENV-001,Bag Filter,Environmental Control Systems,29-03-2024 00:23,differential_pressure_mbar,228.26,189.55,20.4,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,T. Singh,Closed - informational only
ALM-ENV-001-0015,ENV-001,Bag Filter,Environmental Control Systems,11-04-2024 10:38,bag_temperature_C,31.78,26.85,18.4,Information,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,N. Gupta,Closed - informational only
ALM-ENV-001-0016,ENV-001,Bag Filter,Environmental Control Systems,04-05-2024 04:06,differential_pressure_mbar,47.33,38.03,24.5,Information,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,K. Das,Closed - informational only
ALM-ENV-001-0017,ENV-001,Bag Filter,Environmental Control Systems,10-05-2024 15:57,pulse_valve_cycle_count,125.75,113.25,11,Warning,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,R. Sharma,Resolved - false positive
ALM-ENV-001-0018,ENV-001,Bag Filter,Environmental Control Systems,18-06-2024 18:32,pulse_valve_cycle_count,100.75,81.05,24.3,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,No,,Closed - informational only
ALM-ENV-001-0019,ENV-001,Bag Filter,Environmental Control Systems,19-07-2024 02:39,outlet_dust_concentration_mgm3,188.98,173.7,8.8,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,S. Reddy,Closed - informational only
ALM-ENV-001-0020,ENV-001,Bag Filter,Environmental Control Systems,15-08-2024 14:32,pulse_valve_cycle_count,23.96,20.99,14.2,Warning,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,B. Kulkarni,Resolved - false positive
ALM-ENV-001-0021,ENV-001,Bag Filter,Environmental Control Systems,31-08-2024 19:55,differential_pressure_mbar,27.74,25.72,7.8,Warning,Rate-of-change detection,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,S. Reddy,Resolved - false positive
ALM-ENV-001-0022,ENV-001,Bag Filter,Environmental Control Systems,19-09-2024 13:17,outlet_dust_concentration_mgm3,79.37,73.73,7.6,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,No,,Closed - informational only
ALM-ENV-001-0023,ENV-001,Bag Filter,Environmental Control Systems,05-10-2024 04:24,bag_temperature_C,161.98,135.91,19.2,Warning,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,D. Banerjee,Resolved - false positive
ALM-ENV-001-0024,ENV-001,Bag Filter,Environmental Control Systems,06-12-2024 00:15,fan_speed_rpm,97.79,81.55,19.9,Warning,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,No,,Resolved - false positive
ALM-ENV-001-0025,ENV-001,Bag Filter,Environmental Control Systems,22-02-2025 01:10,differential_pressure_mbar,137.69,113.62,21.2,Warning,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,G. Chatterjee,Resolved - false positive
ALM-ENV-001-0026,ENV-001,Bag Filter,Environmental Control Systems,11-04-2025 19:37,outlet_dust_concentration_mgm3,41.78,33.81,23.6,Information,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,V. Rao,Closed - informational only
ALM-ENV-001-0027,ENV-001,Bag Filter,Environmental Control Systems,15-05-2025 20:05,fan_speed_rpm,157.03,142.43,10.3,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,D. Banerjee,Closed - informational only
ALM-ENV-001-0028,ENV-001,Bag Filter,Environmental Control Systems,20-05-2025 15:33,fan_speed_rpm,90.9,84.23,7.9,Warning,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,No,,Resolved - false positive
ALM-ENV-001-0029,ENV-001,Bag Filter,Environmental Control Systems,27-05-2025 13:45,outlet_dust_concentration_mgm3,221.2,187.39,18,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,L. Pillai,Closed - informational only
ALM-ENV-001-0030,ENV-001,Bag Filter,Environmental Control Systems,18-07-2025 10:32,pulse_valve_cycle_count,124.36,112.01,11,Information,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,C. Joshi,Closed - informational only
ALM-ENV-001-0031,ENV-001,Bag Filter,Environmental Control Systems,03-08-2025 07:24,bag_temperature_C,23.76,21.97,8.2,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,C. Joshi,Closed - informational only
ALM-ENV-001-0032,ENV-001,Bag Filter,Environmental Control Systems,11-09-2025 22:26,outlet_dust_concentration_mgm3,207.68,181.49,14.4,Warning,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,N. Gupta,Resolved - false positive
ALM-ENV-001-0033,ENV-001,Bag Filter,Environmental Control Systems,27-10-2025 16:18,bag_temperature_C,44.24,38.76,14.1,Information,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,T. Singh,Closed - informational only
ALM-ENV-001-0034,ENV-001,Bag Filter,Environmental Control Systems,05-11-2025 13:01,differential_pressure_mbar,162.64,142.81,13.9,Information,Rate-of-change detection,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,A. Verma,Closed - informational only
ALM-ENV-001-0035,ENV-001,Bag Filter,Environmental Control Systems,12-11-2025 02:43,fan_speed_rpm,205.38,171.54,19.7,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,L. Pillai,Closed - informational only
ALM-ENV-001-0036,ENV-001,Bag Filter,Environmental Control Systems,06-12-2025 11:36,bag_temperature_C,154.7,125.89,22.9,Warning,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,C. Joshi,Resolved - false positive
ALM-ENV-001-0037,ENV-001,Bag Filter,Environmental Control Systems,14-12-2025 07:36,bag_temperature_C,60.77,51.75,17.4,Warning,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,R. Sharma,Resolved - false positive
ALM-ENV-002-0001,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,16-01-2024 22:34,field_voltage_kV,175.08,157.18,11.4,Information,Rate-of-change detection,Insulator contamination,Continue monitoring; log for trend analysis,Yes,L. Pillai,Closed - informational only
ALM-ENV-002-0002,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,21-01-2024 11:57,field_voltage_kV,106.5,85.25,24.9,Warning,Statistical threshold (3-sigma),Electrode wire breakage,Schedule inspection within next maintenance window,Yes,A. Verma,Resolved - maintenance performed
ALM-ENV-002-0003,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,24-01-2024 06:26,collection_efficiency_pct,220.85,182.75,20.8,Warning,Statistical threshold (3-sigma),Rapping mechanism failure,Schedule inspection within next maintenance window,Yes,K. Das,Resolved - false positive
ALM-ENV-002-0004,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,26-01-2024 20:27,collection_efficiency_pct,90.2,49.35,82.8,Critical,Trend deviation from baseline,Rapping mechanism failure,Immediate inspection required; consider equipment shutdown,Yes,T. Singh,Resolved - maintenance performed
ALM-ENV-002-0005,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,30-01-2024 23:33,rapping_frequency_Hz,39.85,32.62,22.2,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,N. Gupta,Closed - informational only
ALM-ENV-002-0006,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,04-02-2024 05:48,gas_temperature_C,207.25,170.5,21.6,Information,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,N. Gupta,Closed - informational only
ALM-ENV-002-0007,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,13-03-2024 05:32,rapping_frequency_Hz,92.78,84.02,10.4,Information,Rate-of-change detection,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,M. Iqbal,Closed - informational only
ALM-ENV-002-0008,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,09-04-2024 16:13,field_voltage_kV,111.55,89.71,24.4,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,G. Chatterjee,Closed - informational only
ALM-ENV-002-0009,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,10-04-2024 00:50,collection_efficiency_pct,109.83,91.23,20.4,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,S. Reddy,Closed - informational only
ALM-ENV-002-0010,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,22-04-2024 01:57,field_voltage_kV,72.31,64.99,11.3,Warning,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,L. Pillai,Resolved - false positive
ALM-ENV-002-0011,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,05-05-2024 07:38,emission_concentration_mgm3,216.72,178.37,21.5,Information,Rate-of-change detection,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,R. Sharma,Closed - informational only
ALM-ENV-002-0012,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,12-05-2024 23:04,emission_concentration_mgm3,159.14,130.54,21.9,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,P. Nair,Closed - informational only
ALM-ENV-002-0013,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,21-05-2024 14:35,rapping_frequency_Hz,52.22,42.37,23.3,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,G. Chatterjee,Closed - informational only
ALM-ENV-002-0014,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,27-05-2024 01:03,field_voltage_kV,195.14,158.01,23.5,Information,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,P. Nair,Closed - informational only
ALM-ENV-002-0015,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,24-07-2024 23:35,collection_efficiency_pct,171.11,144.82,18.2,Warning,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,T. Singh,Resolved - false positive
ALM-ENV-002-0016,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,28-07-2024 04:15,gas_temperature_C,23.69,20.94,13.1,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,G. Chatterjee,Closed - informational only
ALM-ENV-002-0017,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,01-09-2024 17:28,emission_concentration_mgm3,208.09,197.76,5.2,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,N. Gupta,Closed - informational only
ALM-ENV-002-0018,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,25-09-2024 19:15,rapping_frequency_Hz,164.62,143.68,14.6,Warning,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,N. Gupta,Resolved - false positive
ALM-ENV-002-0019,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,14-10-2024 12:41,emission_concentration_mgm3,111.37,90.27,23.4,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,D. Banerjee,Closed - informational only
ALM-ENV-002-0020,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,13-11-2024 00:09,gas_temperature_C,224.48,196.13,14.5,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,T. Singh,Closed - informational only
ALM-ENV-002-0021,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,17-11-2024 05:40,field_voltage_kV,223.27,186.13,20,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,T. Singh,Closed - informational only
ALM-ENV-002-0022,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,28-11-2024 02:30,gas_temperature_C,82.59,75.55,9.3,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,P. Nair,Closed - informational only
ALM-ENV-002-0023,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,14-01-2025 12:32,emission_concentration_mgm3,236.46,196.59,20.3,Warning,Rate-of-change detection,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,K. Das,Resolved - false positive
ALM-ENV-002-0024,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,18-02-2025 13:35,emission_concentration_mgm3,77.75,72.01,8,Warning,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,L. Pillai,Resolved - false positive
ALM-ENV-002-0025,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,09-05-2025 11:24,emission_concentration_mgm3,148.36,133.58,11.1,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,B. Kulkarni,Closed - informational only
ALM-ENV-002-0026,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,21-05-2025 10:13,gas_temperature_C,91.87,77.93,17.9,Warning,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,N. Gupta,Resolved - false positive
ALM-ENV-002-0027,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,15-06-2025 13:20,rapping_frequency_Hz,59.12,51.61,14.6,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,L. Pillai,Closed - informational only
ALM-ENV-002-0028,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,15-07-2025 03:09,rapping_frequency_Hz,101.81,96.54,5.5,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,L. Pillai,Closed - informational only
ALM-ENV-002-0029,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,18-07-2025 15:31,field_voltage_kV,155.22,130.73,18.7,Warning,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,M. Iqbal,Resolved - false positive
ALM-ENV-002-0030,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,07-09-2025 16:55,gas_temperature_C,166.5,148.64,12,Information,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,N. Gupta,Closed - informational only
ALM-ENV-002-0031,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,29-09-2025 09:02,gas_temperature_C,137.76,128.47,7.2,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,L. Pillai,Closed - informational only
ALM-ENV-002-0032,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,10-11-2025 14:01,rapping_frequency_Hz,108.67,90.48,20.1,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,C. Joshi,Closed - informational only
ALM-ENV-002-0033,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,15-11-2025 12:24,emission_concentration_mgm3,215.71,194.28,11,Information,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,A. Verma,Closed - informational only
ALM-ENV-002-0034,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,13-12-2025 19:45,field_voltage_kV,162.05,153.07,5.9,Information,Rate-of-change detection,Electrode wire breakage,Continue monitoring; log for trend analysis,Yes,D. Banerjee,Closed - informational only
ALM-ENV-002-0035,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,16-12-2025 02:52,collection_efficiency_pct,57.35,46.07,24.5,Information,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,R. Sharma,Closed - informational only
ALM-ENV-002-0036,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,18-12-2025 03:32,field_voltage_kV,179.66,136.79,31.3,Warning,ML anomaly score (Isolation Forest),Electrode wire breakage,Schedule inspection within next maintenance window,Yes,M. Iqbal,Open - pending inspection
ALM-ENV-002-0037,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,23-12-2025 03:48,gas_temperature_C,176.39,97.27,81.3,Critical,ML anomaly score (Autoencoder reconstruction error),Electrode wire breakage,Immediate inspection required; consider equipment shutdown,Yes,R. Sharma,Open - pending inspection
ALM-ENV-002-0038,ENV-002,Electrostatic Precipitator (ENV),Environmental Control Systems,24-12-2025 09:43,field_voltage_kV,114.96,53.51,114.8,Critical,Trend deviation from baseline,Rapping mechanism failure,Immediate inspection required; consider equipment shutdown,No,,Open - pending inspection
ALM-ENV-003-0001,ENV-003,Wet Scrubber,Environmental Control Systems,02-01-2024 11:43,spray_nozzle_pressure_bar,136.39,120.79,12.9,Information,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,V. Rao,Closed - informational only
ALM-ENV-003-0002,ENV-003,Wet Scrubber,Environmental Control Systems,06-02-2024 06:04,spray_nozzle_pressure_bar,95.62,83.89,14,Information,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,N. Gupta,Closed - informational only
ALM-ENV-003-0003,ENV-003,Wet Scrubber,Environmental Control Systems,16-02-2024 12:59,spray_nozzle_pressure_bar,91.29,82.22,11,Information,ML anomaly score (Isolation Forest),Pump seal leakage,Continue monitoring; log for trend analysis,No,,Closed - informational only
ALM-ENV-003-0004,ENV-003,Wet Scrubber,Environmental Control Systems,20-02-2024 02:17,scrubbing_liquid_flow_m3_h,47.01,43.83,7.3,Information,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,G. Chatterjee,Closed - informational only
ALM-ENV-003-0005,ENV-003,Wet Scrubber,Environmental Control Systems,21-02-2024 17:23,spray_nozzle_pressure_bar,37.11,31.06,19.5,Warning,ML anomaly score (Isolation Forest),pH dosing system fault,Schedule inspection within next maintenance window,Yes,L. Pillai,Resolved - maintenance performed
ALM-ENV-003-0006,ENV-003,Wet Scrubber,Environmental Control Systems,26-02-2024 13:40,pH_level,243.29,170.89,42.4,Critical,Rate-of-change detection,pH dosing system fault,Immediate inspection required; consider equipment shutdown,Yes,J. Mehta,Open - pending inspection
ALM-ENV-003-0007,ENV-003,Wet Scrubber,Environmental Control Systems,27-02-2024 02:04,differential_pressure_mbar,114.65,58.14,97.2,Critical,ML anomaly score (Isolation Forest),Demister fouling,Immediate inspection required; consider equipment shutdown,No,,Open - pending inspection
ALM-ENV-003-0008,ENV-003,Wet Scrubber,Environmental Control Systems,15-03-2024 04:16,scrubbing_liquid_flow_m3_h,150.52,139.12,8.2,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,P. Nair,Closed - informational only
ALM-ENV-003-0009,ENV-003,Wet Scrubber,Environmental Control Systems,09-04-2024 13:33,pH_level,83.54,67.93,23,Information,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,M. Iqbal,Closed - informational only
ALM-ENV-003-0010,ENV-003,Wet Scrubber,Environmental Control Systems,29-05-2024 04:43,spray_nozzle_pressure_bar,28.51,25.19,13.2,Warning,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,M. Iqbal,Resolved - false positive
ALM-ENV-003-0011,ENV-003,Wet Scrubber,Environmental Control Systems,29-05-2024 05:30,pH_level,136.03,122.43,11.1,Information,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,No,,Closed - informational only
ALM-ENV-003-0012,ENV-003,Wet Scrubber,Environmental Control Systems,26-06-2024 01:20,scrubbing_liquid_flow_m3_h,190.78,175.14,8.9,Information,Trend deviation from baseline,Demister fouling,Continue monitoring; log for trend analysis,Yes,N. Gupta,Closed - informational only
ALM-ENV-003-0013,ENV-003,Wet Scrubber,Environmental Control Systems,01-07-2024 21:41,outlet_gas_temperature_C,246.91,189.5,30.3,Warning,ML anomaly score (Autoencoder reconstruction error),Pump seal leakage,Schedule inspection within next maintenance window,Yes,P. Nair,Open - pending inspection
ALM-ENV-003-0014,ENV-003,Wet Scrubber,Environmental Control Systems,04-07-2024 22:22,differential_pressure_mbar,118.02,93.17,26.7,Warning,ML anomaly score (Isolation Forest),pH dosing system fault,Schedule inspection within next maintenance window,Yes,J. Mehta,Resolved - false positive
ALM-ENV-003-0015,ENV-003,Wet Scrubber,Environmental Control Systems,06-07-2024 07:39,scrubbing_liquid_flow_m3_h,221.63,127.44,73.9,Critical,Trend deviation from baseline,Pump seal leakage,Immediate inspection required; consider equipment shutdown,No,,Resolved - maintenance performed
ALM-ENV-003-0016,ENV-003,Wet Scrubber,Environmental Control Systems,06-08-2024 16:33,pH_level,76.36,70.03,9,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,B. Kulkarni,Closed - informational only
ALM-ENV-003-0017,ENV-003,Wet Scrubber,Environmental Control Systems,01-09-2024 03:08,pH_level,96.6,80.05,20.7,Warning,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,M. Iqbal,Resolved - false positive
ALM-ENV-003-0018,ENV-003,Wet Scrubber,Environmental Control Systems,06-09-2024 12:30,spray_nozzle_pressure_bar,66.16,61.55,7.5,Warning,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,C. Joshi,Resolved - false positive
ALM-ENV-003-0019,ENV-003,Wet Scrubber,Environmental Control Systems,16-09-2024 15:37,scrubbing_liquid_flow_m3_h,111.26,95.85,16.1,Information,Rate-of-change detection,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,A. Verma,Closed - informational only
ALM-ENV-003-0020,ENV-003,Wet Scrubber,Environmental Control Systems,20-09-2024 11:56,spray_nozzle_pressure_bar,210.79,172.48,22.2,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,N. Gupta,Closed - informational only
ALM-ENV-003-0021,ENV-003,Wet Scrubber,Environmental Control Systems,18-12-2024 22:44,scrubbing_liquid_flow_m3_h,173.95,156.64,11,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,A. Verma,Closed - informational only
ALM-ENV-003-0022,ENV-003,Wet Scrubber,Environmental Control Systems,04-02-2025 00:27,spray_nozzle_pressure_bar,79,63.45,24.5,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,R. Sharma,Closed - informational only
ALM-ENV-003-0023,ENV-003,Wet Scrubber,Environmental Control Systems,04-04-2025 16:11,outlet_gas_temperature_C,25.74,23.71,8.5,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,D. Banerjee,Closed - informational only
ALM-ENV-003-0024,ENV-003,Wet Scrubber,Environmental Control Systems,09-05-2025 11:41,differential_pressure_mbar,92.8,87.93,5.5,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,R. Sharma,Closed - informational only
ALM-ENV-003-0025,ENV-003,Wet Scrubber,Environmental Control Systems,13-05-2025 08:10,spray_nozzle_pressure_bar,187.54,161.65,16,Warning,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,G. Chatterjee,Resolved - false positive
ALM-ENV-003-0026,ENV-003,Wet Scrubber,Environmental Control Systems,21-06-2025 09:53,outlet_gas_temperature_C,87.03,71.07,22.5,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,C. Joshi,Closed - informational only
ALM-ENV-003-0027,ENV-003,Wet Scrubber,Environmental Control Systems,21-06-2025 19:12,spray_nozzle_pressure_bar,205.46,174.45,17.8,Warning,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,C. Joshi,Resolved - false positive
ALM-ENV-003-0028,ENV-003,Wet Scrubber,Environmental Control Systems,24-06-2025 14:21,differential_pressure_mbar,97.87,84.2,16.2,Information,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,L. Pillai,Closed - informational only
ALM-ENV-003-0029,ENV-003,Wet Scrubber,Environmental Control Systems,13-07-2025 23:46,pH_level,54.03,48.87,10.6,Information,ML anomaly score (Isolation Forest),Demister fouling,Continue monitoring; log for trend analysis,Yes,L. Pillai,Closed - informational only
ALM-ENV-003-0030,ENV-003,Wet Scrubber,Environmental Control Systems,18-07-2025 08:36,scrubbing_liquid_flow_m3_h,192.51,162.37,18.6,Warning,Trend deviation from baseline,pH dosing system fault,Schedule inspection within next maintenance window,Yes,T. Singh,Resolved - maintenance performed
ALM-ENV-003-0031,ENV-003,Wet Scrubber,Environmental Control Systems,21-07-2025 13:58,spray_nozzle_pressure_bar,66.41,52.03,27.6,Warning,Statistical threshold (3-sigma),pH dosing system fault,Schedule inspection within next maintenance window,Yes,N. Gupta,Resolved - maintenance performed
ALM-ENV-003-0032,ENV-003,Wet Scrubber,Environmental Control Systems,24-07-2025 02:40,pH_level,56.52,37.51,50.7,Critical,Pattern/frequency analysis (FFT),Demister fouling,Immediate inspection required; consider equipment shutdown,Yes,M. Iqbal,Resolved - maintenance performed
